placeID,Start Time,End Time,days
135098,1:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135098,1:00:00 PM,1:00:00 AM,Sat;
135098,1:00:00 PM,2:00:00 AM,Sun;
135097,10:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135097,10:00:00 AM,12:00:00 AM,Sat;
135097,11:00:00 AM,12:00:00 AM,Sun;
135094,11:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135094,11:00:00 AM,12:00:00 AM,Sat;
135094,11:00:00 AM,11:00:00 PM,Sun;
135093,12:00:00 PM,11:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135093,12:00:00 PM,11:00:00 PM,Sat;
135093,12:00:00 PM,11:00:00 PM,Sun;
135092,9:00:00 AM,6:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135092,9:00:00 AM,2:00:00 PM,Sat;
135092,12:00:00 AM,12:00:00 AM,Sun;
135091,11:00:00 AM,10:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135091,11:00:00 AM,10:00:00 PM,Sat;
135091,11:00:00 AM,10:00:00 PM,Sun;
135090,7:00:00 AM,1:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135090,7:00:00 AM,1:00:00 AM,Sat;
135090,7:00:00 AM,1:00:00 AM,Sun;
135089,1:00:00 PM,9:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135089,1:00:00 PM,9:00:00 PM,Sat;
135089,1:00:00 PM,9:00:00 PM,Sun;
135088,9:00:00 AM,5:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135088,12:00:00 AM,1:00:00 AM,Sat;
135088,12:00:00 AM,1:00:00 AM,Sun;
135086,8:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135086,8:00:00 AM,12:00:00 AM,Sat;
135086,8:00:00 AM,12:00:00 AM,Sun;
135085,12:00:00 AM,1:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135085,12:00:00 AM,1:00:00 AM,Sat;
135085,12:00:00 AM,1:00:00 AM,Sun;
135084,11:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135084,11:00:00 AM,12:00:00 AM,Sat;
135084,11:00:00 AM,12:00:00 AM,Sun;
135082,10:00:00 AM,7:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135082,10:00:00 AM,7:00:00 PM,Sat;
135082,10:00:00 AM,7:00:00 PM,Sun;
135081,2:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135081,2:00:00 PM,12:00:00 AM,Sat;
135081,2:00:00 PM,12:00:00 AM,Sun;
135080,2:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135080,2:00:00 PM,12:00:00 AM,Sat;
135080,2:00:00 PM,12:00:00 AM,Sun;
135079,1:00:00 PM,11:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135079,1:00:00 PM,11:00:00 PM,Sat;
135079,1:00:00 PM,11:00:00 PM,Sun;
135078,2:00:00 PM,9:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135078,2:00:00 PM,9:00:00 PM,Sat;
135078,2:00:00 PM,9:00:00 PM,Sun;
135077,6:00:00 AM,7:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135077,12:00:00 AM,1:00:00 AM,Sat;
135077,12:00:00 AM,12:00:00 AM,Sun;
135076,12:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135076,12:00:00 PM,12:00:00 AM,Sat;
135076,12:00:00 PM,12:00:00 AM,Sun;
135075,12:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135075,12:00:00 AM,12:00:00 AM,Sat;
135075,12:00:00 AM,12:00:00 AM,Sun;
135074,7:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135074,7:00:00 AM,12:00:00 AM,Sat;
135074,7:00:00 AM,12:00:00 AM,Sun;
135073,9:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135073,9:00:00 AM,12:00:00 AM,Sat;
135073,12:00:00 AM,1:00:00 AM,Sun;
135072,1:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135072,1:00:00 PM,12:00:00 AM,Sat;
135072,1:00:00 PM,11:00:00 PM,Sun;
135071,1:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135071,1:00:00 PM,12:00:00 AM,Sat;
135071,1:00:00 PM,9:00:00 PM,Sun;
135070,7:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135070,7:00:00 AM,12:00:00 AM,Sat;
135070,7:00:00 AM,12:00:00 AM,Sun;
135069,9:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135069,9:00:00 AM,12:00:00 AM,Sat;
135069,9:00:00 AM,12:00:00 AM,Sun;
135068,12:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135068,12:00:00 PM,12:00:00 AM,Sat;
135068,12:00:00 AM,1:00:00 AM,Sun;
135067,12:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135067,12:00:00 PM,12:00:00 AM,Sat;
135067,12:00:00 PM,12:00:00 AM,Sun;
135066,7:00:00 AM,12:00:00 AM,Sat;
135066,7:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135066,7:00:00 AM,12:00:00 AM,Sun;
135065,2:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135065,2:00:00 PM,12:00:00 AM,Sat;
135065,2:00:00 PM,7:00:00 PM,Sun;
135064,7:00:00 AM,11:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135064,7:00:00 AM,11:00:00 PM,Sat;
135064,7:00:00 AM,11:00:00 PM,Sun;
135063,8:00:00 AM,8:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135063,8:00:00 AM,8:00:00 PM,Sat;
135063,9:00:00 AM,4:00:00 PM,Sun;
135062,12:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135062,12:00:00 AM,12:00:00 AM,Sat;
135062,12:00:00 AM,12:00:00 AM,Sun;
135061,7:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135061,7:00:00 AM,12:00:00 AM,Sat;
135061,7:00:00 AM,12:00:00 AM,Sun;
135060,11:00:00 AM,8:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135060,11:00:00 AM,8:00:00 PM,Sat;
135060,11:00:00 AM,8:00:00 PM,Sun;
135059,12:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135059,12:00:00 PM,12:00:00 AM,Sat;
135059,12:00:00 PM,12:00:00 AM,Sun;
135058,1:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135058,1:00:00 PM,12:00:00 AM,Sat;
135058,1:00:00 PM,12:00:00 AM,Sun;
135057,1:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135057,1:00:00 PM,12:00:00 AM,Sat;
135057,1:00:00 PM,12:00:00 AM,Sun;
135056,12:00:00 AM,1:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135056,12:00:00 AM,1:00:00 AM,Sat;
135056,12:00:00 AM,1:00:00 AM,Sun;
135055,2:00:00 PM,11:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135055,2:00:00 PM,11:00:00 PM,Sat;
135055,2:00:00 PM,9:00:00 PM,Sun;
135054,7:00:00 AM,8:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135054,7:00:00 AM,8:00:00 PM,Sat;
135054,7:00:00 AM,8:00:00 PM,Sun;
135053,11:00:00 AM,11:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135053,11:00:00 AM,11:00:00 PM,Sat;
135053,11:00:00 AM,11:00:00 PM,Sun;
135052,8:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135052,8:00:00 AM,12:00:00 AM,Sat;
135052,8:00:00 AM,12:00:00 AM,Sun;
135051,8:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135051,8:00:00 AM,12:00:00 AM,Sat;
135051,12:00:00 AM,1:00:00 AM,Sun;
135050,12:00:00 PM,8:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135050,12:00:00 PM,8:00:00 PM,Sat;
135050,12:00:00 PM,8:00:00 PM,Sun;
135049,12:00:00 PM,9:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135049,12:00:00 PM,9:00:00 PM,Sat;
135049,12:00:00 PM,9:00:00 PM,Sun;
135048,11:00:00 AM,11:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135048,11:00:00 AM,11:00:00 PM,Sat;
135048,11:00:00 AM,11:00:00 PM,Sun;
135047,8:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135047,8:00:00 AM,12:00:00 AM,Sat;
135047,8:00:00 AM,11:00:00 PM,Sun;
135046,8:00:00 AM,10:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135046,8:00:00 AM,10:00:00 PM,Sat;
135046,8:00:00 AM,10:00:00 PM,Sun;
135045,1:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135045,1:00:00 PM,12:00:00 AM,Sat;
135045,1:00:00 PM,8:00:00 PM,Sun;
135044,1:00:00 PM,11:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135044,1:00:00 PM,11:00:00 PM,Sat;
135044,1:00:00 PM,11:00:00 PM,Sun;
135043,12:00:00 AM,1:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135043,12:00:00 AM,1:00:00 AM,Sat;
135043,12:00:00 AM,1:00:00 AM,Sun;
135042,11:00:00 AM,10:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135042,11:00:00 AM,10:00:00 PM,Sat;
135042,11:00:00 AM,10:00:00 PM,Sun;
135041,12:00:00 AM,1:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135041,12:00:00 AM,1:00:00 AM,Sat;
135041,12:00:00 AM,1:00:00 AM,Sun;
135040,8:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135040,8:00:00 AM,12:00:00 AM,Sat;
135040,8:00:00 AM,12:00:00 AM,Sun;
135039,10:00:00 AM,9:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135039,10:00:00 AM,9:00:00 PM,Sat;
135039,10:00:00 AM,9:00:00 PM,Sun;
135038,8:00:00 AM,6:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135038,8:00:00 AM,6:00:00 PM,Sat;
135038,12:00:00 AM,1:00:00 AM,Sun;
135037,1:00:00 PM,11:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135037,1:00:00 PM,11:00:00 PM,Sat;
135037,1:00:00 PM,11:00:00 PM,Sun;
135036,12:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135036,12:00:00 PM,12:00:00 AM,Sat;
135036,12:00:00 PM,12:00:00 AM,Sun;
135035,1:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135035,1:00:00 PM,12:00:00 AM,Sat;
135035,1:00:00 PM,7:00:00 PM,Sun;
135034,1:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135034,1:00:00 PM,12:00:00 AM,Sat;
135034,1:00:00 PM,8:00:00 PM,Sun;
135033,9:00:00 AM,10:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135033,9:00:00 AM,10:00:00 PM,Sat;
135033,9:00:00 AM,10:00:00 PM,Sun;
135032,7:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135032,7:00:00 AM,12:00:00 AM,Sat;
135032,7:00:00 AM,12:00:00 AM,Sun;
135031,7:00:00 AM,8:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135031,7:00:00 AM,8:00:00 PM,Sat;
135031,7:00:00 AM,8:00:00 PM,Sun;
135030,12:00:00 AM,1:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135030,12:00:00 AM,1:00:00 AM,Sat;
135030,12:00:00 AM,1:00:00 AM,Sun;
135029,1:00:00 PM,11:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135029,1:00:00 PM,11:00:00 PM,Sat;
135029,1:00:00 PM,11:00:00 PM,Sun;
135028,1:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135028,1:00:00 PM,12:00:00 AM,Sat;
135028,1:00:00 PM,8:00:00 PM,Sun;
135027,8:00:00 AM,11:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135027,8:00:00 AM,12:00:00 AM,Sat;
135027,8:00:00 AM,8:00:00 PM,Sun;
135026,1:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135026,1:00:00 PM,12:00:00 AM,Sat;
135026,12:00:00 AM,1:00:00 AM,Sun;
135025,6:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135025,2:00:00 PM,12:00:00 AM,Sat;
135025,12:00:00 AM,1:00:00 AM,Sun;
135024,12:00:00 AM,1:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135024,12:00:00 AM,1:00:00 AM,Sat;
135024,12:00:00 AM,1:00:00 AM,Sun;
135023,12:00:00 AM,1:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135023,12:00:00 AM,1:00:00 AM,Sat;
135023,12:00:00 AM,1:00:00 AM,Sun;
135022,12:00:00 AM,1:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135022,12:00:00 AM,1:00:00 AM,Sat;
135022,12:00:00 AM,1:00:00 AM,Sun;
135021,12:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135021,12:00:00 AM,12:00:00 AM,Sat;
135021,12:00:00 AM,12:00:00 AM,Sun;
135020,8:00:00 AM,10:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135020,8:00:00 AM,10:00:00 PM,Sat;
135020,8:00:00 AM,10:00:00 PM,Sun;
135019,12:00:00 AM,1:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135019,12:00:00 AM,1:00:00 AM,Sat;
135019,12:00:00 AM,1:00:00 AM,Sun;
135018,12:00:00 AM,1:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135018,12:00:00 AM,1:00:00 AM,Sat;
135018,12:00:00 AM,1:00:00 AM,Sun;
135017,12:00:00 AM,1:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135017,12:00:00 AM,1:00:00 AM,Sat;
135017,12:00:00 AM,1:00:00 AM,Sun;
135016,12:00:00 AM,1:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135016,12:00:00 AM,1:00:00 AM,Sat;
135016,12:00:00 AM,1:00:00 AM,Sun;
135015,12:00:00 AM,1:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135015,12:00:00 AM,1:00:00 AM,Sat;
135015,12:00:00 AM,1:00:00 AM,Sun;
135014,12:00:00 AM,1:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135014,12:00:00 AM,1:00:00 AM,Sat;
135014,12:00:00 AM,1:00:00 AM,Sun;
135013,1:00:00 PM,11:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135013,12:00:00 AM,1:00:00 AM,Sat;
135013,12:00:00 AM,1:00:00 AM,Sun;
135012,12:00:00 AM,1:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135012,12:00:00 AM,1:00:00 AM,Sat;
135012,12:00:00 AM,1:00:00 AM,Sun;
135011,12:00:00 AM,1:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135011,12:00:00 AM,1:00:00 AM,Sat;
135011,12:00:00 AM,1:00:00 AM,Sun;
135010,12:00:00 AM,1:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135010,12:00:00 AM,1:00:00 AM,Sat;
135010,12:00:00 AM,1:00:00 AM,Sun;
135009,12:00:00 AM,1:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135009,12:00:00 AM,1:00:00 AM,Sat;
135009,12:00:00 AM,1:00:00 AM,Sun;
135008,7:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135008,7:00:00 AM,12:00:00 AM,Sat;
135008,7:00:00 AM,12:00:00 AM,Sun;
135007,1:00:00 PM,7:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135007,1:00:00 PM,12:00:00 AM,Sat;
135007,1:00:00 PM,8:00:00 PM,Sun;
135006,12:00:00 PM,9:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135006,12:00:00 PM,9:00:00 PM,Sat;
135006,12:00:00 PM,8:00:00 PM,Sun;
135005,8:00:00 AM,10:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135005,8:00:00 AM,10:00:00 PM,Sat;
135005,8:00:00 AM,10:00:00 PM,Sun;
135004,12:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135004,12:00:00 PM,12:00:00 AM,Sat;
135004,12:00:00 PM,12:00:00 AM,Sun;
135003,12:00:00 PM,9:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135003,12:00:00 PM,9:00:00 PM,Sat;
135003,12:00:00 PM,9:00:00 PM,Sun;
135002,12:00:00 PM,9:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135002,12:00:00 PM,9:00:00 PM,Sat;
135002,11:00:00 AM,9:00:00 PM,Sun;
135001,7:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
135001,7:00:00 AM,12:00:00 AM,Sat;
135001,7:00:00 AM,12:00:00 AM,Sun;
135000,7:00:00 AM,7:00:00 PM,Mon;Tue;Wed;Thu;Fri;
135000,7:00:00 AM,7:00:00 PM,Sat;
135000,7:00:00 AM,7:00:00 PM,Sun;
134999,11:00:00 AM,10:00:00 PM,Mon;Tue;Wed;Thu;Fri;
134999,11:00:00 AM,10:00:00 PM,Sat;
134999,11:00:00 AM,10:00:00 PM,Sun;
134998,12:00:00 PM,7:00:00 PM,Mon;Tue;Wed;Thu;Fri;
134998,12:00:00 PM,7:00:00 PM,Sat;
134998,12:00:00 PM,7:00:00 PM,Sun;
134997,11:00:00 AM,10:00:00 PM,Mon;Tue;Wed;Thu;Fri;
134997,11:00:00 AM,10:00:00 PM,Sat;
134997,11:00:00 AM,10:00:00 PM,Sun;
134996,7:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
134996,7:00:00 AM,12:00:00 AM,Sat;
134996,7:00:00 AM,12:00:00 AM,Sun;
134995,8:00:00 AM,7:00:00 PM,Mon;Tue;Wed;Thu;Fri;
134995,9:00:00 AM,4:00:00 PM,Sat;
134995,12:00:00 AM,1:00:00 AM,Sun;
134994,7:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
134994,7:00:00 AM,12:00:00 AM,Sat;
134994,7:00:00 AM,12:00:00 AM,Sun;
134993,1:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
134993,12:00:00 PM,12:00:00 AM,Sat;
134993,12:00:00 PM,11:00:00 PM,Sun;
134992,8:00:00 AM,10:00:00 PM,Mon;Tue;Wed;Thu;Fri;
134992,8:00:00 AM,10:00:00 PM,Sat;
134992,12:00:00 AM,1:00:00 AM,Sun;
134991,7:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
134991,7:00:00 AM,12:00:00 AM,Sat;
134991,8:00:00 AM,7:00:00 PM,Sun;
134990,12:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
134990,12:00:00 PM,12:00:00 AM,Sat;
134990,2:00:00 PM,12:00:00 AM,Sun;
134989,1:00:00 PM,11:00:00 PM,Mon;Tue;Wed;Thu;Fri;
134989,1:00:00 PM,12:00:00 AM,Sat;
134989,1:00:00 PM,9:00:00 PM,Sun;
134988,12:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
134988,12:00:00 AM,12:00:00 AM,Sat;
134988,12:00:00 AM,12:00:00 AM,Sun;
134987,1:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
134987,12:00:00 PM,12:00:00 AM,Sat;
134987,12:00:00 PM,11:00:00 PM,Sun;
134986,12:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
134986,12:00:00 AM,12:00:00 AM,Sat;
134986,12:00:00 AM,12:00:00 AM,Sun;
134985,9:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
134985,9:00:00 AM,12:00:00 AM,Sat;
134985,9:00:00 AM,12:00:00 AM,Sun;
134984,2:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
134984,2:00:00 PM,12:00:00 AM,Sat;
134984,2:00:00 PM,10:00:00 PM,Sun;
134983,1:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
134983,1:00:00 PM,12:00:00 AM,Sat;
134983,1:00:00 PM,8:00:00 PM,Sun;
134982,2:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
134982,2:00:00 PM,12:00:00 AM,Sat;
134982,2:00:00 PM,12:00:00 AM,Sun;
134981,11:00:00 AM,9:00:00 PM,Mon;Tue;Wed;Thu;Fri;
134981,11:00:00 AM,9:00:00 PM,Sat;
134981,11:00:00 AM,9:00:00 PM,Sun;
134980,11:00:00 AM,7:00:00 PM,Mon;Tue;Wed;Thu;Fri;
134980,11:00:00 AM,7:00:00 PM,Sat;
134980,11:00:00 AM,7:00:00 PM,Sun;
134979,11:00:00 AM,9:00:00 PM,Mon;Tue;Wed;Thu;Fri;
134979,11:00:00 AM,9:00:00 PM,Sat;
134979,11:00:00 AM,9:00:00 PM,Sun;
134978,2:00:00 PM,11:00:00 PM,Mon;Tue;Wed;Thu;Fri;
134978,2:00:00 PM,11:00:00 PM,Sat;
134978,2:00:00 PM,7:00:00 PM,Sun;
134977,1:00:00 PM,11:00:00 PM,Mon;Tue;Wed;Thu;Fri;
134977,1:00:00 PM,11:00:00 PM,Sat;
134977,1:00:00 PM,11:00:00 PM,Sun;
134975,8:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
134975,8:00:00 AM,12:00:00 AM,Sat;
134975,8:00:00 AM,9:00:00 PM,Sun;
134974,1:00:00 PM,11:00:00 PM,Mon;Tue;Wed;Thu;Fri;
134974,1:00:00 PM,11:00:00 PM,Sat;
134974,1:00:00 PM,11:00:00 PM,Sun;
134973,8:00:00 AM,10:00:00 PM,Mon;Tue;Wed;Thu;Fri;
134973,8:00:00 AM,10:00:00 PM,Sat;
134973,9:00:00 AM,6:00:00 PM,Sun;
134972,7:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
134972,7:00:00 AM,12:00:00 AM,Sat;
134972,7:00:00 AM,12:00:00 AM,Sun;
134971,2:00:00 PM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
134971,2:00:00 PM,12:00:00 AM,Sat;
134971,2:00:00 PM,12:00:00 AM,Sun;
134970,8:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
134970,8:00:00 AM,12:00:00 AM,Sat;
134970,8:00:00 AM,12:00:00 AM,Sun;
133049,9:00:00 AM,5:00:00 PM,Mon;Tue;Wed;Thu;Fri;
133049,10:00:00 AM,4:00:00 PM,Sat;
133049,10:00:00 AM,5:00:00 PM,Sun;
133048,9:00:00 AM,6:00:00 PM,Mon;Tue;Wed;Thu;Fri;
133048,9:00:00 AM,6:00:00 PM,Sat;
133048,10:00:00 AM,4:00:00 AM,Sun;
133047,6:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
133047,2:00:00 AM,12:00:00 AM,Sat;
133047,4:00:00 AM,12:00:00 AM,Sun;
133043,7:00:00 AM,11:00:00 PM,Mon;Tue;Wed;Thu;Fri;
133043,7:00:00 AM,11:00:00 PM,Sat;
133043,7:00:00 AM,11:00:00 PM,Sun;
133042,12:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
133042,12:00:00 AM,12:00:00 AM,Sat;
133042,12:00:00 AM,12:00:00 AM,Sun;
133041,12:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
133041,12:00:00 AM,12:00:00 AM,Sat;
133041,12:00:00 AM,12:00:00 AM,Sun;
133040,12:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
133040,12:00:00 AM,12:00:00 AM,Sat;
133040,12:00:00 AM,12:00:00 AM,Sun;
133039,11:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
133039,11:00:00 AM,12:00:00 AM,Sat;
133039,11:00:00 AM,12:00:00 AM,Sun;
133038,10:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
133038,10:00:00 AM,12:00:00 AM,Sat;
133038,10:00:00 AM,12:00:00 AM,Sun;
133037,12:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
133037,12:00:00 AM,12:00:00 AM,Sat;
133037,12:00:00 AM,12:00:00 AM,Sun;
133036,10:00:00 AM,12:00:00 AM,Mon;Tue;Wed;Thu;Fri;
133036,10:00:00 AM,12:00:00 AM,Sat;
133036,10:00:00 AM,12:00:00 AM,Sun;
133035,12:00:00 PM,6:00:00 PM,Mon;Tue;Wed;Thu;Fri;
